,date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
176,2013-11-28,2013,0,0,DAL,OAK,1533.4189999999999,1364.21,0.7938377120000001,31,24,1.0
177,2013-11-28,2013,0,0,DET,GB,1478.0520000000001,1525.131,0.525767544,40,10,1.0
178,2013-11-28,2013,0,0,BAL,PIT,1575.995,1522.235,0.664550069,22,20,1.0
179,2013-12-01,2013,0,0,KC,DEN,1517.1779999999999,1686.1860000000001,0.35463701,28,35,0.0
180,2013-12-01,2013,0,0,SF,LAR,1645.352,1516.05,0.753708932,23,13,1.0
181,2013-12-01,2013,0,0,LAC,CIN,1489.079,1593.31,0.443780781,10,17,0.0
182,2013-12-01,2013,0,0,WSH,NYG,1421.524,1482.1889999999999,0.506238243,17,24,0.0
183,2013-12-01,2013,0,0,PHI,ARI,1503.527,1524.7,0.5627396960000001,24,21,1.0
184,2013-12-01,2013,0,0,NYJ,MIA,1405.362,1478.7020000000002,0.48800008,3,23,0.0
185,2013-12-01,2013,0,0,MIN,CHI,1427.3010000000002,1521.105,0.458642421,23,20,1.0
186,2013-12-01,2013,0,0,HOU,NE,1384.991,1656.2179999999998,0.23377118600000002,31,34,0.0
187,2013-12-01,2013,0,0,IND,TEN,1512.539,1457.9260000000002,0.665643795,22,14,1.0
188,2013-12-01,2013,0,0,CLE,JAX,1400.6729999999998,1284.6480000000001,0.7392479959999999,28,32,0.0
189,2013-12-01,2013,0,0,CAR,TB,1630.739,1428.963,0.822836736,27,6,1.0
190,2013-12-01,2013,0,0,BUF,ATL,1416.6589999999999,1430.4979999999998,0.573099012,31,34,0.0
191,2013-12-02,2013,0,0,SEA,NO,1704.295,1637.892,0.680575206,34,7,1.0
