,date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
120,2013-10-31,2013,0,0,MIA,CIN,1482.7220000000002,1605.136,0.418118593,22,20,1.0
121,2013-11-03,2013,0,0,CAR,ATL,1572.83,1508.612,0.6778346820000001,34,10,1.0
122,2013-11-03,2013,0,0,WSH,LAC,1458.8670000000002,1514.957,0.51281971,30,24,1.0
123,2013-11-03,2013,0,0,CLE,BAL,1415.665,1591.473,0.34572996899999997,24,18,1.0
124,2013-11-03,2013,0,0,SEA,TB,1675.257,1364.445,0.896909505,27,24,1.0
125,2013-11-03,2013,0,0,OAK,PHI,1403.2910000000002,1397.829,0.600035224,20,49,0.0
126,2013-11-03,2013,0,0,NE,PIT,1647.0810000000001,1465.3670000000002,0.80536976,55,31,1.0
127,2013-11-03,2013,0,0,HOU,IND,1472.717,1580.993,0.438040926,24,27,0.0
128,2013-11-03,2013,0,0,DAL,MIN,1531.98,1413.2939999999999,0.74218985,27,23,1.0
129,2013-11-03,2013,0,0,NYJ,NO,1420.256,1622.181,0.312554509,26,20,1.0
130,2013-11-03,2013,0,0,BUF,KC,1422.8670000000002,1526.61,0.44447429999999993,13,23,0.0
131,2013-11-03,2013,0,0,LAR,TEN,1449.1329999999998,1451.3410000000001,0.589393766,21,28,0.0
132,2013-11-04,2013,0,0,GB,CHI,1644.151,1520.899,0.7471870409999999,20,27,0.0
