,date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
224,2013-12-22,2013,0,0,GB,PIT,1506.267,1520.7479999999998,0.572194604,31,38,0.0
225,2013-12-22,2013,0,0,BUF,MIA,1399.779,1552.235,0.37673325399999996,19,0,1.0
226,2013-12-22,2013,0,0,HOU,DEN,1345.396,1668.4660000000001,0.184587527,13,37,0.0
227,2013-12-22,2013,0,0,CIN,MIN,1596.756,1469.474,0.751544033,42,14,1.0
228,2013-12-22,2013,0,0,JAX,TEN,1309.495,1424.165,0.429002152,16,20,0.0
229,2013-12-22,2013,0,0,KC,IND,1554.227,1524.066,0.633622876,7,23,0.0
230,2013-12-22,2013,0,0,NYJ,CLE,1386.527,1358.658,0.630554635,24,13,1.0
231,2013-12-22,2013,0,0,WSH,DAL,1364.945,1506.1989999999998,0.391990403,23,24,0.0
232,2013-12-22,2013,0,0,SEA,ARI,1729.149,1548.501,0.8044060820000001,10,17,0.0
233,2013-12-22,2013,0,0,BAL,NE,1598.6779999999999,1643.826,0.528538274,7,41,0.0
234,2013-12-22,2013,0,0,CAR,NO,1621.9489999999998,1610.175,0.608722785,17,13,1.0
235,2013-12-22,2013,0,0,PHI,CHI,1503.525,1546.6770000000001,0.5314004210000001,54,11,1.0
236,2013-12-22,2013,0,0,LAC,OAK,1538.6689999999999,1319.158,0.837232222,26,13,1.0
237,2013-12-22,2013,0,0,LAR,TB,1514.815,1426.049,0.707887928,23,13,1.0
238,2013-12-22,2013,0,0,DET,NYG,1479.5929999999998,1459.036,0.6206965289999999,20,23,0.0
239,2013-12-23,2013,0,0,SF,ATL,1683.184,1446.264,0.850431734,34,24,1.0
