,date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
162,2013-11-21,2013,0,0,ATL,NO,1440.5929999999998,1627.797,0.33104493399999996,13,17,0.0
163,2013-11-24,2013,0,0,HOU,JAX,1422.2979999999998,1247.3410000000001,0.7992002709999999,6,13,0.0
164,2013-11-24,2013,0,0,NE,DEN,1642.725,1699.6789999999999,0.511577055,34,31,1.0
165,2013-11-24,2013,0,0,MIA,CAR,1491.632,1617.809,0.41285796799999996,16,20,0.0
166,2013-11-24,2013,0,0,BAL,NYJ,1564.223,1417.135,0.77221779,19,3,1.0
167,2013-11-24,2013,0,0,OAK,TEN,1380.513,1441.6229999999998,0.505597926,19,23,0.0
168,2013-11-24,2013,0,0,NYG,DAL,1498.2020000000002,1517.406,0.5655266879999999,21,24,0.0
169,2013-11-24,2013,0,0,GB,MIN,1532.296,1420.136,0.73493655,26,26,0.5
170,2013-11-24,2013,0,0,CLE,PIT,1429.017,1493.891,0.500181329,11,27,0.0
171,2013-11-24,2013,0,0,ARI,IND,1492.0179999999998,1545.2220000000002,0.5169692889999999,40,11,1.0
172,2013-11-24,2013,0,0,DET,TB,1499.281,1407.734,0.7111872029999999,21,24,0.0
173,2013-11-24,2013,0,0,LAR,CHI,1484.896,1552.259,0.496599422,42,21,1.0
174,2013-11-24,2013,0,0,KC,LAC,1537.34,1468.9170000000001,0.6830977340000001,38,41,0.0
175,2013-11-25,2013,0,0,WSH,SF,1441.128,1625.7479999999998,0.334347237,6,27,0.0
